Cluster_A,0.054,-0.319,0.109,0.095,-0.107,-0.014,-0.253,-0.301,-0.015,-0.025,0.002,-0.005,0.007,0.008,-0.014,0.0002,0.005,0.002,0.003,0.001,0.0007,0.001,-0.001,0.002,0.003
Cluster_B,0.055,-0.318,0.111,0.092,-0.107,-0.017,-0.254,-0.303,-0.012,-0.021,0.003,-0.005,0.006,0.011,-0.015,0.0005,0.006,0.003,0.005,0.002,0.0004,0.0003,-0.001,0.002,0.004
Cluster_C,0.056,-0.340,0.107,0.100,-0.115,-0.015,-0.225,-0.268,-0.016,-0.037,0.009,-0.007,0.011,0.017,-0.010,0.005,0.003,0.003,0.009,0.004,0.0008,-0.004,0.003,0.003,0.005
Cluster_D,0.047,-0.320,0.108,0.095,-0.109,-0.011,-0.230,-0.276,-0.010,-0.029,0.005,-0.005,0.007,0.023,-0.007,0.008,0.009,0.001,0.008,0.008,0.005,-0.007,0.003,0.001,0.007
Cluster_E,0.055,-0.320,0.108,0.102,-0.115,-0.008,-0.246,-0.298,-0.023,-0.034,0.001,-0.007,0.009,0.021,-0.018,-0.001,0.006,-0.002,0.001,0.002,0.00005,-0.003,0.0004,-0.003,0.007
Cluster_F,0.055,-0.323,0.116,0.095,-0.111,-0.014,-0.244,-0.292,-0.015,-0.030,0.009,-0.006,0.009,0.003,-0.015,0.001,0.008,0.0009,0.002,0.003,-0.0003,0.003,-0.002,0.001,0.002
Cluster_G,0.055,-0.321,0.114,0.080,-0.108,-0.021,-0.233,-0.277,-0.009,-0.015,0.001,-0.003,0.003,0.012,-0.012,0.0002,0.005,0.002,0.006,0.004,-0.001,-0.0006,-0.004,0.002,0.006
Cluster_H,0.057,-0.308,0.115,0.097,-0.104,-0.013,-0.261,-0.311,-0.011,-0.021,0.0002,-0.005,0.004,0.020,-0.011,0.001,0.007,0.002,0.006,0.005,0.003,-0.003,0.0002,0.003,0.005
